FIELD_Sample_ID,Other_ID,Source,DOI,TITLE,JOURNAL,AUTHOR,YEAR,District_Name,Deposit,Deposit_Type,Magma_Series,Deposit_Class,Contained_Cu,Company,Block_ID,Hole_ID,UTAS_Catalogue_ID,Project_Name,WGS84_Longitude,WGS84_Latitude,UTM_East,UTM_North,Elevation_m,DDH_Depth,Relationship to ore,Ore score,Epoch/Era,Ore Start,Ore Age err,Ore Age Source,Age (Ma),Age err,Age Source,Prestep calc,Distance_To_Deposit_Centre,UTM_Coord_System,Sampler,Country,Material,Survey_Method,Primary_Sample_Type,Sample_Type,Laboratory_Prep,Laboratory_Analytical,Sulfide_Present,Outcrop_Lith_Category,Rock_Type,Unit_name,Unit_Code,Alteration_Type,Vein_Types,Description,Int_or_volc,NoName,SiO2_pct,Al2O3_pct,Fe2O3_pct,FeO,FeO_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Cr2O3_pct,LOI_pct,H2O+,H2O-,H2O_pct,TOTAL C,TOTAL S,CO2_pct,Sum,Ag_ppm,Al_ppm,As_ppm,Au_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Cl_ppm,Co_ppm,Cr_ppm,CO2_1,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppb,Ho_ppm,In_ppm,K_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppb,Pr_ppm,Pt_ppb,Rb_ppm,Re_ppb,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,ND143_ND144,ND143_ND144 i,eNd,PB206_PB204,PB207_PB204,PB208_PB204,SR87_SR86,SR87_SR86 i,AI,Eu/Eu*,Eu/Eu*/Yb(N),Sm(N)/Yb(N),La(N)/Yb(N),Sr/Y,Sr/Zr,(Sr/Y)/Zr,Sr/Yb,(Sr/Y)/Yb,V/Sc,Ba/Y,Fertility
NP12AP058,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,596994.3029,6355885.327,-244.6836874,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,volcanic conglomerate,CON,,MAG 1,,,,,52.8,18.5,6.06,,6.04788,2.51,4.83,4.03,4.73,0.59,0.4,0.2,,3.26,,,,,,,98.8,<0.5,,1.9,0.012,,1045,,0.02,<0.5,36,,,12,<10,,0.66,177,3.5,2.27,1.27,,,18.4,3.79,,2.3,<0.005,0.75,,,18.4,<10,0.34,,,2,,5.8,16.7,4,,12,0.007,4.26,0.0006,70,,0.11,,0.9,,3.79,1,1220,0.4,0.59,0.01,2.52,,,0.33,1.39,184,1,19.6,2.06,90,92,,,,,,,,,,,,,,,,,,,,,0
NP12AP061,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597050.2258,6355887.77,-243.0503433,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,CON,,PRO 3,,,,,52.2,18.8,6.8,,6.7864,2.85,3.73,3.73,3.96,0.65,0.43,0.58,,3.72,,,,,,,98.98,<0.5,,2,0.018,,1375,,0.6,17.6,33.2,,,15,<10,,0.74,519,3.09,2.01,1.08,,,18.2,3.61,,2.4,0.125,0.67,,,16.3,10,0.32,,,1,,5.8,16,5,,15,0.007,3.88,0.0008,54.2,,0.39,,1,,3.73,1,999,0.3,0.53,0.09,2.58,,,0.3,1.34,168,3,18,1.93,5090,98,,,,,,,,,,,,,,,,,,,,,1
NP12AP065,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597147.0705,6355892.385,-240.0959757,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,58.3,17.7,5.02,,5.00996,2.16,3.57,3.46,4.44,0.42,0.26,0.47,,3.56,,,,,,,100.29,<0.5,,5.1,0.002,,821,,0.29,1.6,38.3,,,12,<10,,1.42,279,2.88,1.94,0.96,,,18,3.28,,3.5,0.007,0.61,,,20.4,10,0.32,,,2,,6.5,16.7,3,,26,0.003,4.31,<0.0005,69.7,,3.45,,0.4,,3.55,1,500,0.3,0.5,0.09,3.85,,,0.29,2.01,115,3,16.7,2.06,699,129,,,,,,,,,,,,,,,,,,,,,1
NP12AP066,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597162.0418,6355893.173,-239.6076752,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,58.9,17.7,4.86,,4.85028,2.29,2.93,3.72,4.31,0.41,0.25,0.38,,3.31,,,,,,,99.85,<0.5,,2.9,0.002,,1065,,0.17,3,33.2,,,11,<10,,1.39,289,2.56,1.73,0.87,,,16.4,2.92,,3.4,0.005,0.54,,,17.1,10,0.3,,,1,,6.1,14.4,2,,17,0.003,3.58,<0.0005,62.3,,0.66,,0.4,,3.1,2,563,0.3,0.44,0.06,3.32,,,0.25,1.88,106,2,15.1,1.85,855,136,,,,,,,,,,,,,,,,,,,,,1
NP12AP068,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597336.5889,6355904.245,-233.7669333,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,alkali feldspar granite,AFG,,SER 1,,,,,62.9,15.5,3.08,,3.07384,0.92,1.58,4.26,5.29,0.26,0.13,0.14,,2.97,,,,,,,97.77,<0.5,,3.6,0.001,,450,,0.13,<0.5,38.3,,,4,<10,,1.23,53,3.09,2.27,0.77,,,16,2.98,,4.9,<0.005,0.71,,,19.9,10,0.43,,,5,,9.2,15.3,1,,18,0.001,4.26,<0.0005,94.9,,0.18,,0.4,,3.36,2,285,0.7,0.5,0.01,6.22,,,0.38,3.4,61,2,19.6,2.64,200,197,,,,,,,,,,,,,,,,,,,,,1
NP12AP070,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597231.1932,6355897.132,-237.3953024,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,58.5,16.85,4.53,,4.52094,1.98,3.84,2.65,4.96,0.36,0.22,0.56,,4.1,,,,,,,99.91,<0.5,,12.9,0.002,,1605,,0.32,<0.5,36.5,,,11,<10,,1.17,118,3.07,1.96,1,,,16.6,3.18,,3.1,<0.005,0.65,,,18.9,10,0.35,,,3,,6.4,15.9,3,,17,0.001,4.24,0.0006,90.3,,0.77,,0.7,,3.35,1,635,0.5,0.51,0.09,3.79,,,0.31,1.99,103,3,17.7,2.12,305,121,,,,,,,,,,,,,,,,,,,,,1
NP12AP071,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597221.9143,6355896.585,-237.6991044,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,57,17.35,4.63,,4.62074,2.43,3.42,3.49,4.42,0.4,0.24,0.35,,4.14,,,,,,,98.82,<0.5,,7.5,0.003,,937,,0.14,<0.5,34.1,,,10,<10,,1.04,277,2.65,1.8,0.89,,,16.8,3.11,,3.4,0.006,0.57,,,17.2,10,0.31,,,3,,5.9,14.9,2,,19,0.001,3.66,<0.0005,71,,0.83,,0.5,,3.25,1,505,0.2,0.46,0.05,3.68,,,0.28,2.11,100,2,16,1.86,486,129,,,,,,,,,,,,,,,,,,,,,1
NP12AP073,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597172.0218,6355893.715,-239.2824467,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 3,,,,,61.1,16.15,5.16,,5.14968,2.45,4.61,2.22,3.66,0.37,0.22,0.34,,2.88,,,,,,,99.64,<0.5,,3.7,0.001,,885,,0.07,<0.5,37.6,,,8,<10,,1.02,4,2.75,1.85,1.06,,,18,3.02,,3.3,<0.005,0.62,,,19.8,10,0.32,,,1,,6.2,15.5,3,,17,0.002,4.23,<0.0005,59.9,,0.33,,0.4,,3.27,1,615,0.5,0.48,0.05,3.59,,,0.3,1.96,137,3,17,2.01,220,129,,,,,,,,,,,,,,,,,,,,,1
NP12AP074,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597211.9363,6355896.003,-238.0195094,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 1,,,,,57.2,17.3,5.16,,5.14968,2.76,3.09,3.84,3.88,0.42,0.26,0.54,,4.36,,,,,,,100.21,<0.5,,3.6,0.003,,714,,0.37,<0.5,35.6,,,9,<10,,1.9,79,2.96,1.91,1.05,,,17.3,3.15,,2.7,<0.005,0.65,,,18.2,10,0.33,,,3,,5.8,15.5,3,,14,0.003,4,0.0006,72,,0.43,,0.5,,3.71,1,435,0.5,0.5,0.19,3.15,,,0.3,1.85,124,3,17.4,2.03,521,106,,,,,,,,,,,,,,,,,,,,,1
NP12AP075,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597381.4082,6355907.891,-232.0552263,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 1,,,,,60.8,17.05,4.44,,4.43112,1.76,3.01,4.85,4.43,0.37,0.23,0.18,,2.74,,,,,,,100.41,<0.5,,1.8,0.001,,745,,0.04,<0.5,34.9,,,9,<10,,0.76,87,3.01,1.99,0.95,,,17.6,3.08,,4.4,<0.005,0.65,,,18.1,10,0.36,,,4,,6.9,14.6,3,,13,0.002,3.94,<0.0005,72.9,,0.19,,0.4,,3.2,1,678,0.6,0.48,0.01,4.78,,,0.32,2.63,106,3,18.1,2.34,91,176,,,,,,,,,,,,,,,,,,,,,1
NP12AP076,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597443.217,6355913.365,-229.5869379,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 1,,,,,61.3,16.85,4.22,,4.21156,1.78,2.38,4.88,4.73,0.36,0.2,0.19,,2.28,,,,,,,99.65,<0.5,,1.6,0.001,,672,,0.06,<0.5,38.6,,,7,<10,,0.71,49,2.89,2.06,0.88,,,15.9,3.06,,3.2,<0.005,0.66,,,20.7,10,0.37,,,9,,6.9,15.8,2,,9,0.002,4.27,0.0006,76.6,,0.16,,0.5,,3.23,1,526,0.5,0.51,0.01,4.64,,,0.32,3,101,2,18.6,2.13,126,122,,,,,,,,,,,,,,,,,,,,,1
NP12AP079,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597411.2722,6355910.487,-230.875151,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,alkali feldspar granite,AFG,,SER 1,,,,,64.7,16.1,2.96,,2.95408,1.22,1.32,4.84,5.19,0.25,0.12,0.1,,1.45,,,,,,,98.52,<0.5,,1.5,0.001,,456,,0.06,<0.5,39.5,,,5,<10,,0.54,21,3.08,2.31,0.76,,,16,3.05,,4.7,0.005,0.71,,,20,20,0.42,,,3,,8.4,15.5,3,,13,0.001,4.27,<0.0005,89.3,,0.15,,0.4,,3.31,1,298,0.7,0.49,0.01,5.82,,,0.38,3.16,56,2,19.9,2.68,79,185,,,,,,,,,,,,,,,,,,,,,1
NP12AP081,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597610.1085,6355930.347,-222.6644293,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,60,17.1,4.36,,4.35128,1.38,2.94,4.18,4.37,0.36,0.21,0.33,,2.78,,,,,,,98.8,<0.5,,7.9,0.003,,857,,0.27,1.4,35.3,,,7,<10,,0.84,64,2.62,1.98,0.88,,,17.2,2.93,,3.6,0.053,0.57,,,17.8,10,0.32,,,3,,6.6,14.9,1,,29,0.002,3.9,<0.0005,70.2,,0.31,,0.5,,3.2,1,657,0.3,0.42,0.21,4.26,,,0.27,2.32,90,2,16.4,2.04,536,141,,,,,,,,,,,,,,,,,,,,,1
NP12AP082,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597664.6977,6355936.587,-220.198252,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,59.5,17.05,4.32,,4.31136,1.64,3.56,3.84,4.53,0.37,0.21,0.33,,3.24,,,,,,,99.74,<0.5,,2.1,0.002,,907,,0.38,2.1,34.7,,,8,<10,,0.81,211,2.88,1.95,0.95,,,16.3,2.98,,3.7,0.032,0.64,,,17.6,10,0.34,,,1,,6.8,14.4,2,,19,0.001,3.9,<0.0005,77.9,,0.24,,0.6,,3.07,1,494,0.5,0.48,0.24,4.19,,,0.31,2.19,99,2,17.2,2.15,585,147,,,,,,,,,,,,,,,,,,,,,1
NP12AP083,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597724.2321,6355943.465,-217.3133597,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 2,,,,,59.9,17.15,4.34,,4.33132,1.75,2.79,4.96,4.3,0.37,0.22,0.16,,2.41,,,,,,,98.79,<0.5,,2.6,0.001,,680,,0.12,<0.5,35.2,,,8,<10,,0.44,115,2.87,1.98,0.98,,,16.1,2.99,,3.5,<0.005,0.63,,,23.7,10,0.34,,,1,,6.6,15.1,2,,18,0.002,3.99,0.0005,64.3,,0.39,,0.6,,3.27,1,496,0.5,0.48,0.02,4.02,,,0.29,2.05,98,2,17.4,2.21,130,149,,,,,,,,,,,,,,,,,,,,,1
NP12AP086,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598130.6103,6356718.164,-519.959777,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,alkali feldspar granite,AFG-S,,SER 3,,,,,72.5,11.85,0.88,,0.87824,0.62,1.76,2.08,4.58,0.22,0.12,0.02,,2.49,,,,,,,97.82,0.9,,120.5,0.127,,470,,0.17,<0.5,11.8,,,1,<10,,0.32,2760,1.16,0.93,0.38,,,12.9,1.17,,3.6,0.013,0.26,,,6.2,10,0.16,,,16,,5.2,5.1,1,,9,0.054,1.27,0.001,51.6,,0.39,,2.4,,1.23,1,197,0.4,0.21,0.12,4.06,,,0.14,0.71,49,4,7.5,0.99,53,127,,,,,,,,,,,,,,,,,,,,,1
NP12AP089,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598168.7544,6356739.717,-455.4290155,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyte,TR,,KFS 2,,,,,59.7,17.1,3.97,,3.96206,1.13,1.59,5.42,5.35,0.57,0.31,0.05,,3.59,,,,,,,99.87,0.7,,1.8,0.142,,939,,0.11,<0.5,39.9,,,5,<10,,0.47,2050,3.32,2.19,1.11,,,17.5,3.92,,3.6,0.017,0.71,,,20.6,10,0.35,,,7,,8.2,18.7,2,,6,0.01,4.58,<0.0005,64,,0.05,,2.4,,4.12,2,482,0.4,0.61,0.12,3.94,,,0.34,1.73,96,2,19.5,2.19,83,133,,,,,,,,,,,,,,,,,,,,,0
NP12AP093,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598364.8878,6356881.717,-59.70941589,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 4,,,,,51.3,18.15,9.22,,9.20156,4.42,7.82,2.3,1.25,0.8,0.39,0.34,,3.63,,,,,,,100.97,<0.5,,1.1,0.005,,276,,0.32,<0.5,28.1,,,9,<10,,0.55,1480,3.23,2.11,1.28,,,21.4,3.79,,1.9,<0.005,0.68,,,15.3,20,0.28,,,1,,4.2,15.3,9,,16,0.012,3.4,0.0012,20.8,,0.13,,0.9,,3.72,2,1120,0.1,0.57,0.21,1.81,,,0.29,0.82,292,4,18.5,1.8,132,69,,,,,,,,,,,,,,,,,,,,,0
NP12AP096,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598337.5725,6356858.297,-117.2326324,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,volcanic conglomerate,CON,,PRO 4,,,,,49.9,18.1,10.65,,10.6287,4.38,9.32,1.56,1.94,0.75,0.42,0.39,,4.36,,,,,,,103.68,<0.5,,7,0.004,,282,,0.18,<0.5,33.9,,,33,10,,0.72,251,3.58,2.3,1.63,,,24.5,4.39,,2.3,0.006,0.74,,,17.8,10,0.29,,,<1,,4.9,17.9,11,,21,0.012,4.12,0.0011,35.3,,0.18,,1.2,,4.44,2,1160,0.2,0.64,0.13,2.16,,,0.31,1.42,302,2,20.6,1.98,129,81,,,,,,,,,,,,,,,,,,,,,0
NP12AP097,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598332.557,6356854.137,-127.664669,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 3,,,,,51.4,17.15,9.06,,9.04188,3.46,6.83,1.85,2.76,0.68,0.43,0.24,,3.48,,,,,,,98.71,<0.5,,3.2,0.002,,525,,0.07,<0.5,33.6,,,27,<10,,0.5,323,3.51,2.2,1.33,,,20.2,4.01,,2.4,<0.005,0.7,,,17.5,10,0.31,,,1,,5.7,17.1,7,,10,0.012,4,0.0009,49.1,,0.16,,1.3,,4.05,2,930,0.2,0.59,0.08,2.56,,,0.31,1.22,219,2,19.1,2,90,90,,,,,,,,,,,,,,,,,,,,,0
NP12AP098,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598321.3611,6356845.073,-150.7961004,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 2,,,,,54.1,18.65,9.03,,9.01194,3.39,5.25,3.41,2.49,0.7,0.42,0.19,,2.22,,,,,,,100.09,<0.5,,2.6,0.002,,572,,0.04,<0.5,31.5,,,14,<10,,0.51,317,3.25,2.11,1.33,,,20.4,3.7,,2.2,<0.005,0.69,,,15.9,10,0.3,,,1,,5,16.2,6,,5,0.009,3.77,0.0008,38.6,,0.11,,0.4,,3.7,2,1145,0.2,0.54,0.03,2.25,,,0.29,1.47,230,2,18.4,1.99,69,81,,,,,,,,,,,,,,,,,,,,,0
NP12AP099,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598304.528,6356831.764,-185.438064,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,PRO 2,,,,,53.8,17.15,8.21,,8.19358,3.89,4.22,3.34,2.67,0.68,0.44,0.16,,3.22,,,,,,,98.67,<0.5,,3.3,0.002,,447,,0.05,<0.5,36,,,31,<10,,0.45,562,3.16,2.06,1.36,,,21.6,3.82,,2.5,<0.005,0.68,,,19,10,0.29,,,9,,5.6,17.7,9,,8,0.009,4.28,0.0009,55.4,,0.2,,1.5,,4.06,2,1010,0.7,0.59,0.04,2.59,,,0.32,1.31,219,2,18.9,1.88,67,97,,,,,,,,,,,,,,,,,,,,,0
NP12AP103,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,598252.0147,6356793.027,-293.2185939,,pre,4,,441.5,4.5,Lickford et al 2003,452,,Pacey thesis,,,,,,,,,,,,,,trachyandesite,AND,,MAG 2,,,,,50.9,19.05,8.88,,8.86224,3.9,4.17,3.73,2.72,0.73,0.46,0.08,,2.52,,,,,,,97.51,0.6,,2.9,0.025,,590,,0.06,<0.5,36.8,,,19,10,,0.84,1570,3.46,2.25,1.15,,,22.1,4.06,,2.8,<0.005,0.74,,,19.2,10,0.33,,,13,,6.4,17.8,10,,5,0.009,4.34,0.0008,56.5,,<0.05,,1.2,,4.06,1,907,0.3,0.62,0.03,2.96,,,0.33,1.51,238,2,20.5,2.18,41,105,,,,,,,,,,,,,,,,,,,,,0
NP12AP109,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597978.2999,6356096.195,-245.3601165,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,SER 2,,,,,54.6,19.25,6.28,,6.26744,2.56,2.03,5.35,4.4,0.59,0.39,0.18,,2.71,,,,,,,99.55,<0.5,,2.7,0.009,,1265,,0.13,<0.5,40.1,,,20,<10,,0.54,1220,3.17,2.08,1.36,,,21.1,4.02,,2.3,<0.005,0.68,,,21.2,10,0.31,,,12,,5.3,19.1,4,,9,0.001,4.75,<0.0005,66.8,,0.09,,1.6,,4.36,1,942,0.2,0.54,0.07,2.56,,,0.32,1.19,149,3,18.2,2.05,131,93,,,,,,,,,,,,,,,,,,,,,1
NP12AP110,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597948.5108,6356093.918,-244.1601758,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 4,,,,,54.5,20.7,5.95,,5.9381,3.14,3.45,3.69,5,0.6,0.43,0.24,,3.78,,,,,,,102.72,<0.5,,3.8,0.003,,1915,,0.33,<0.5,36.5,,,10,<10,,0.8,35,2.84,1.86,1.37,,,19.2,3.56,,1.9,<0.005,0.58,,,18.8,20,0.25,,,6,,4.5,18,1,,16,0.001,4.24,<0.0005,62.4,,0.21,,0.7,,3.86,1,924,0.1,0.5,0.28,2.02,,,0.26,1.06,120,3,16,1.75,140,69,,,,,,,,,,,,,,,,,,,,,1
NP12AP111,,Paper,,"The anatomy of an alkalic porphyry Cu-Au system: geology and alteration at Northparkes Mines, New South Wales, Australia",Econ. Geol,Pacey et al,2019,Northparkes,Northparkes,Cu-Au,K,,,,,,,,,,597903.6806,6356090.456,-242.354245,,syn,1,,441.5,4.5,Lickford et al 2003,436.7,3.3,Pacey thesis,,,,,,,,,,,,,,biotite quartz monzonite,BQM,,PRO 3,,,,,53.6,19.3,6.76,,6.74648,2.5,3.84,4.31,3.68,0.64,0.4,0.17,,2.14,,,,,,,98.06,<0.5,,1.9,0.001,,1200,,0.14,<0.5,39.2,,,10,<10,,0.47,158,3.27,1.97,1.36,,,18.3,3.73,,2.1,<0.005,0.68,,,20.9,10,0.28,,,2,,5.3,18.1,2,,15,0.002,4.58,0.0005,54.7,,0.11,,1,,3.87,1,1310,0.4,0.58,0.05,2.36,,,0.29,1.22,138,2,19.1,1.79,101,75,,,,,,,,,,,,,,,,,,,,,1
